Number,MendeleevNumber,AtomicWeight,MeltingT,Column,Row,CovalentRadius,Electronegativity,NsValence,NpValence,NdValence,NfValence,NValence,NsUnfilled,NpUnfilled,NdUnfilled,NfUnfilled,NUnfilled,GSvolume_pa,GSbandgap,GSmagmom,SpaceGroupNumber,band_gap
2.5,89.5,4.25763,26.27,4.5,1.25,41.0,2.41,1.25,0.75,0.0,0.0,2.0,0.75,0.75,0.0,0.0,1.5,8.653437499999999,7.499,0.0,194.0,4.3412
10.0,82.375,20.36934825,158.39375,15.0,2.375,84.5,2.72125,2.0,3.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,3.0,17.6943080357,4.6325,0.0,122.0,3.5599999999999996
6.0,61.75,12.240275,160.70999999999998,11.5,2.0,85.25,2.5250000000000004,1.75,2.25,0.0,0.0,4.0,0.25,2.25,0.0,0.0,2.5,15.224895833325,4.82775,0.0,202.75,3.6643
9.333333333333334,60.666666666666664,18.70188,135.11333333333332,6.0,2.3333333333333335,100.0,2.1533333333333333,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,29.608888888899997,2.6176666666666666,0.0,145.0,3.6839000000000004
10.0,84.0,20.326620666666667,145.05,15.333333333333334,2.3333333333333335,81.33333333333333,2.89,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,2.6666666666666665,0.0,0.0,2.6666666666666665,15.481329365066665,2.6873333333333336,0.0,69.33333333333333,5.1829
23.6,90.6,56.63872256,162.922,16.4,2.8,74.8,3.65,2.0,4.4,2.0,2.8,11.2,0.0,1.6,0.0,0.0,1.6,13.388,1.576,0.0,57.0,2.0001
27.6,78.7,66.05647884800001,227.56199999999998,14.2,3.2,94.0,2.9829999999999997,1.9,3.3,3.0,2.8,11.0,0.1,2.1,0.0,0.0,2.2,16.556833333329998,1.182,0.0,84.6,4.455900000000001
12.0,71.6,24.432100639999998,177.598,13.2,2.6,99.4,2.852,1.8,3.4,0.0,0.0,5.2,0.2,1.4,0.0,0.0,1.6,25.362208333339996,0.8343999999999999,0.0,67.6,3.9978
20.0,81.0,46.0819838875,190.79625,14.75,2.875,90.625,3.34,1.875,4.125,1.25,0.0,7.25,0.125,1.125,0.0,0.0,1.25,25.69625,1.4775,0.0,60.625,5.0381
33.57142857142857,54.285714285714285,80.97264340000001,248.4828571428571,9.857142857142858,3.857142857142857,134.57142857142858,2.3857142857142857,1.7142857142857142,2.2857142857142856,0.14285714285714285,0.5714285714285714,4.714285714285714,0.2857142857142857,1.1428571428571428,1.2857142857142858,1.4285714285714286,4.142857142857143,40.91482142857143,0.0,0.0,81.14285714285714,0.3679000000000001
39.333333333333336,32.333333333333336,93.93676793333333,219.32666666666663,6.0,4.666666666666667,184.66666666666666,1.6733333333333331,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,80.21166666666666,0.0,0.0,156.66666666666666,0.6218999999999999
13.5,45.0,27.54885,195.665,8.5,3.0,134.5,2.13,1.5,2.0,0.0,0.0,3.5,0.5,1.0,0.0,0.0,1.5,41.10583333335,0.0,0.0,120.5,2.396
12.285714285714286,63.142857142857146,24.89417142857143,182.9457142857143,11.714285714285714,2.7142857142857144,110.71428571428571,2.5685714285714285,1.7142857142857142,2.857142857142857,0.0,0.0,4.571428571428571,0.2857142857142857,1.4285714285714286,0.0,0.0,1.7142857142857142,29.7743154762,0.31457142857142856,0.0,82.28571428571429,5.2168
26.0,70.8,60.4623323,211.262,12.8,3.4,111.8,2.884,1.8,3.0,2.0,0.0,6.8,0.2,0.6,0.0,0.0,0.8,32.8765,1.182,0.0,93.6,3.7493999999999996
13.0,84.16666666666667,26.9071,216.70666666666668,15.333333333333334,2.5,81.83333333333333,2.9983333333333335,2.0,3.3333333333333335,1.6666666666666667,0.0,7.0,0.0,1.6666666666666667,0.0,0.0,1.6666666666666667,12.694479166666667,0.367,0.0,52.0,3.8232999999999997
42.0,74.0,98.26549037999999,320.814,13.2,4.6,148.6,2.3259999999999996,1.8,3.4,8.0,0.0,13.2,0.2,1.4,0.0,0.0,1.6,47.498000000000005,0.8742000000000001,0.0,112.4,2.385
19.53846153846154,73.07692307692308,43.406246153846155,321.8184615384615,13.384615384615385,3.0,99.76923076923077,2.723076923076923,2.0,2.923076923076923,2.3076923076923075,0.0,7.230769230769231,0.0,2.1538461538461537,0.0,0.0,2.1538461538461537,19.095,0.0,0.0,74.53846153846153,2.4400000000000004
30.285714285714285,81.0,72.85672857142858,270.4142857142857,14.714285714285714,3.2857142857142856,97.28571428571429,2.86,2.0,3.4285714285714284,2.857142857142857,4.0,12.285714285714286,0.0,2.142857142857143,0.0,0.0,2.142857142857143,17.965357142857147,0.0,0.0,27.214285714285715,0.9268999999999998
20.333333333333332,75.0,46.45010213333333,317.78,13.666666666666666,3.0,94.16666666666667,3.0766666666666667,2.0,3.3333333333333335,1.6666666666666667,0.0,7.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,19.39666666666667,1.3133333333333332,0.0,80.5,4.668699999999999
33.5,63.5,80.462475,249.76500000000001,11.5,3.75,124.25,2.33,1.75,2.25,2.5,3.5,10.0,0.25,2.25,0.0,0.0,2.5,33.960625,0.0,0.0,111.75,0.8540999999999999
30.0,92.0,67.6714405,278.675,16.5,3.75,116.75,2.7674999999999996,2.0,4.5,7.5,0.0,14.0,0.0,1.5,0.0,0.0,1.5,27.7525595238,1.499,0.0,48.5,3.3482000000000003
46.142857142857146,74.42857142857143,109.70093969285713,313.26928571428573,13.285714285714286,4.714285714285714,150.57142857142858,2.3607142857142853,1.7857142857142858,3.642857142857143,7.857142857142857,2.0,15.285714285714286,0.21428571428571427,1.0714285714285714,0.0,0.0,1.2857142857142858,48.46535714285715,0.9366428571428572,0.0,91.92857142857143,2.5987999999999998
7.5,84.75,14.99706965,264.27,11.5,2.0,71.0,2.6725000000000003,1.75,2.25,0.0,0.0,4.0,0.25,2.25,0.0,0.0,2.5,10.32625,1.96325,0.0,110.75,5.2866
39.6,87.0,96.72644,285.24199999999996,15.6,3.8,105.6,2.878,2.0,3.6,4.0,5.6,15.2,0.0,2.4,0.0,0.0,2.4,20.753500000000003,0.4986,0.0,65.0,2.0992999999999995
27.11111111111111,72.55555555555556,61.24098931111111,316.02,13.11111111111111,3.7777777777777777,135.55555555555554,2.5055555555555555,1.7777777777777777,3.5555555555555554,1.1111111111111112,0.0,6.444444444444445,0.2222222222222222,1.1111111111111112,0.0,0.0,1.3333333333333333,44.61333333333333,1.7045555555555554,0.0,118.55555555555556,2.3199
15.333333333333334,69.55555555555556,33.17855768888889,313.56777777777774,12.666666666666666,2.7777777777777777,98.55555555555556,3.08,1.5555555555555556,3.3333333333333335,1.1111111111111112,0.0,6.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.8888888888888888,24.31870370371111,1.3133333333333335,0.0,85.88888888888889,2.0949
12.666666666666666,67.44444444444444,26.6726688,326.11777777777775,12.0,2.6666666666666665,100.88888888888889,3.0066666666666664,1.7777777777777777,3.3333333333333335,0.2222222222222222,0.0,5.333333333333333,0.2222222222222222,0.6666666666666666,0.8888888888888888,0.0,1.7777777777777777,24.572037037044442,1.3133333333333335,2.5037037037e-06,82.44444444444444,4.7348
13.333333333333334,69.44444444444444,27.87560213333333,302.4511111111111,12.666666666666666,2.6666666666666665,96.88888888888889,3.0477777777777777,1.7777777777777777,3.3333333333333335,0.8888888888888888,0.0,6.0,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.0,1.1111111111111112,23.864259259266664,1.3133333333333335,0.06615496666666668,85.88888888888889,2.3729
12.7,61.5,26.717288848,354.493,11.1,2.7,105.3,2.811,1.6,3.0,0.5,0.0,5.1,0.4,0.6,0.5,0.0,1.5,24.48916666667,1.182,0.0,100.6,4.2623
36.0,32.333333333333336,83.29853333333334,372.97333333333336,6.0,4.666666666666667,186.66666666666666,1.3966666666666665,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,69.12166666666667,0.26633333333333337,0.0,157.33333333333334,1.8176999999999999
23.5,81.0,50.894,345.635,14.5,3.5,113.5,2.1950000000000003,2.0,2.5,5.0,0.0,9.5,0.0,3.5,0.0,0.0,3.5,22.3221875,1.101,0.0,67.0,2.0109000000000004
21.0,73.0,48.9751699,338.375,13.5,3.0,94.5,3.26,2.0,3.75,0.25,0.0,6.0,0.0,0.75,2.25,0.0,3.0,16.505,1.4775,0.0,59.75,6.0222
8.0,62.0,16.48033465,374.19,11.5,2.25,95.25,2.3674999999999997,1.75,2.25,0.0,0.0,4.0,0.25,2.25,0.0,0.0,2.5,12.820833333325,0.0,0.0,119.5,4.5928
19.166666666666668,77.66666666666667,43.70506033333333,384.4166666666667,13.666666666666666,2.8333333333333335,93.33333333333333,2.8649999999999998,2.0,3.1666666666666665,0.0,2.0,7.166666666666667,0.0,1.8333333333333333,0.0,0.3333333333333333,2.1666666666666665,14.929206349200001,0.2708333333333333,0.0,40.666666666666664,5.925599999999999
22.0,75.0,50.4988024,383.375,13.5,3.0,92.5,3.2737499999999997,2.0,3.75,0.0,1.25,7.0,0.0,0.75,0.0,2.25,3.0,15.74125,1.4775,0.0,59.75,5.0991
22.0,35.0,50.64237158857143,336.0571428571429,6.571428571428571,3.4285714285714284,144.28571428571428,1.442857142857143,1.4285714285714286,0.8571428571428571,1.4285714285714286,2.0,5.714285714285714,0.5714285714285714,0.8571428571428571,0.0,0.0,1.4285714285714286,26.764485104357142,0.4642857142857143,0.0,155.14285714285714,0.041200000000000125
37.333333333333336,74.22222222222223,86.43995555555554,326.93111111111114,13.333333333333334,4.333333333333333,144.22222222222223,2.388888888888889,1.7777777777777777,3.7777777777777777,7.777777777777778,0.0,13.333333333333334,0.2222222222222222,0.8888888888888888,0.0,0.0,1.1111111111111112,43.67648148147778,1.022888888888889,0.0,110.44444444444444,2.158
12.0,22.25,24.985767459999998,357.4775,4.5,3.0,151.25,1.245,1.25,0.75,0.0,0.0,2.0,0.75,0.75,0.0,0.0,1.5,27.575059523775,0.40625,0.0,172.25,0.40280000000000005
33.5,81.8,80.86667992,377.396,14.3,3.5,90.2,3.1479999999999997,1.9,3.0,3.4,4.2,12.5,0.1,0.6,0.6,0.0,1.3,15.21377586207,1.182,0.0,81.7,0.0
41.5,36.0,103.7655,344.005,6.5,4.0,130.0,1.49,1.5,0.0,5.0,7.0,13.5,0.5,0.0,0.0,0.0,0.5,20.9154597701,0.0,0.0,197.5,0.0
17.142857142857142,78.71428571428571,37.04122857142857,376.57428571428574,14.0,2.857142857142857,91.42857142857143,2.744285714285714,2.0,2.5714285714285716,3.7142857142857144,0.0,8.285714285714286,0.0,2.5714285714285716,0.5714285714285714,0.0,3.142857142857143,12.123571428571429,0.0,0.30152325714285716,57.857142857142854,0.5743000000000005
10.0,84.66666666666667,20.7672688,343.3333333333333,12.0,2.3333333333333335,85.0,3.09,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,14.101666666666667,1.3133333333333332,0.0,74.66666666666667,6.832
28.6,61.6,66.04367038000001,402.24699999999996,10.8,3.8,141.5,2.279,1.7,3.0,0.1,1.4,6.2,0.3,0.6,0.9,0.0,1.8,42.397333333329996,1.4957999999999998,0.00022471,126.5,5.4223
26.444444444444443,83.66666666666667,63.4026688,379.55555555555554,14.666666666666666,3.111111111111111,88.0,3.1844444444444444,2.0,3.5555555555555554,2.4444444444444446,3.111111111111111,11.11111111111111,0.0,1.7777777777777777,0.8888888888888888,0.0,2.6666666666666665,14.306111111111111,1.3133333333333335,2.5037037037e-06,74.66666666666667,3.9155
53.4,77.8,128.10466638,369.798,13.8,5.2,160.0,2.286,1.8,4.0,8.0,0.0,13.8,0.2,0.8,0.0,0.0,1.0,57.565,0.8496,0.0,97.0,1.7847
39.5,80.625,95.9735275,415.48125,14.25,3.875,111.625,2.70875,2.0,3.375,3.75,4.625,13.75,0.0,1.875,0.0,0.625,2.5,22.133958333337503,0.13275,0.0,41.25,1.3500999999999994
20.444444444444443,69.55555555555556,43.553844444444444,478.8511111111111,12.444444444444445,3.4444444444444446,129.33333333333334,2.533333333333333,1.6666666666666667,3.3333333333333335,0.7777777777777778,0.0,5.777777777777778,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,1.3333333333333333,34.07870370371111,1.662,0.0,115.11111111111111,0.0
18.666666666666668,51.333333333333336,39.78117709333333,460.2833333333333,9.333333333333334,3.3333333333333335,131.66666666666666,1.5899999999999999,1.6666666666666667,1.0,3.3333333333333335,0.0,6.0,0.3333333333333333,1.0,0.0,0.0,1.3333333333333333,21.924523809500002,0.5416666666666666,0.0,141.66666666666666,0.9098999999999999
42.0,32.666666666666664,99.51186666666666,449.1933333333333,6.0,5.0,192.66666666666666,1.2466666666666668,1.3333333333333333,1.3333333333333333,3.3333333333333335,0.0,6.0,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,72.06944444443333,0.15466666666666667,0.0,203.33333333333334,1.8947
39.875,81.375,97.01523375000001,433.10625,14.25,3.875,111.0,2.7125,2.0,3.375,3.75,5.0,14.125,0.0,1.875,0.0,0.25,2.125,21.990000000000002,0.13275,0.0,41.25,1.4005999999999998
36.22222222222222,71.0,83.63384444444445,478.8066666666667,12.666666666666666,4.222222222222222,140.22222222222223,2.408888888888889,1.6666666666666667,3.3333333333333335,7.666666666666667,1.5555555555555556,14.222222222222221,0.3333333333333333,0.6666666666666666,0.1111111111111111,0.0,1.1111111111111112,37.56814814815555,0.9713333333333334,0.0,118.55555555555556,1.3266
6.363636363636363,34.81818181818182,13.606263636363638,468.57636363636357,6.545454545454546,2.1818181818181817,108.27272727272727,1.7909090909090908,1.3636363636363635,1.0909090909090908,0.45454545454545453,0.0,2.909090909090909,0.6363636363636364,1.0909090909090908,0.45454545454545453,0.0,2.1818181818181817,15.438636363618183,2.340727272727273,0.0,216.27272727272728,1.4398
56.75,38.25,140.37419232,459.87749999999994,6.75,5.25,161.25,1.455,1.75,0.0,5.0,7.0,13.75,0.25,0.0,0.0,0.0,0.25,35.827126436775,0.0,0.0,197.5,0.0
28.8,84.6,66.31041239999999,411.87600000000003,15.2,3.6,113.4,2.31,2.0,3.2,2.0,2.8,10.0,0.0,2.8,0.0,0.0,2.8,25.368172619040003,1.6461999999999999,0.0,81.2,1.7792999999999997
11.625,14.875,27.1679375,449.20125,3.25,2.5625,130.625,1.13,1.1875,0.1875,1.875,0.0,3.25,0.8125,0.9375,0.0,0.0,1.75,18.030833333306248,0.0,0.0,212.125,0.0
27.75,75.25,62.65025,452.2,13.5,3.75,126.75,2.6550000000000002,2.0,3.75,0.0,1.0,6.75,0.0,0.75,0.0,2.5,3.25,27.075625,1.8697499999999998,0.0,96.5,4.2997000000000005
13.272727272727273,71.72727272727273,28.521446545454545,439.2081818181819,13.272727272727273,2.5454545454545454,90.72727272727273,2.798181818181818,1.9090909090909092,3.090909090909091,1.9090909090909092,0.0,6.909090909090909,0.09090909090909091,1.8181818181818181,0.8181818181818182,0.0,2.727272727272727,13.355757575754545,0.0,5.772727272727273e-07,76.27272727272727,3.4715
16.0,60.25,33.660775,450.97499999999997,11.0,3.0,116.75,2.4,1.5,2.0,2.5,0.0,6.0,0.5,1.0,0.0,0.0,1.5,25.596666666675,0.0,0.0,119.5,0.8873
34.4,71.6,79.38449038,404.398,10.8,4.2,149.0,2.1959999999999997,1.8,3.0,6.0,0.0,10.8,0.2,0.6,0.0,0.0,0.8,45.419,0.8742000000000001,0.0,123.0,4.0464
23.0,63.25,50.67006732,424.31,11.5,3.5,129.375,1.97875,1.75,2.25,2.5,0.0,6.5,0.25,1.5,0.0,0.0,1.75,26.801770833325,1.101,0.0,134.125,1.9251
27.333333333333332,65.33333333333333,62.17413439999999,456.43333333333334,12.0,3.6666666666666665,124.0,2.6300000000000003,2.0,3.3333333333333335,3.3333333333333335,0.0,8.666666666666666,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,31.139166666666664,1.1423333333333334,0.0,101.33333333333333,5.0036
19.2,70.2,43.17747772,460.3740000000001,12.8,3.0,104.4,2.612,2.0,2.6,0.0,0.6,5.2,0.0,2.2,0.0,2.2,4.4,15.894,0.0,0.0,91.0,4.221299999999999
62.666666666666664,91.0,153.66964666666667,458.1033333333333,16.0,5.333333333333333,141.33333333333334,2.5500000000000003,2.0,4.0,10.0,4.666666666666667,20.666666666666668,0.0,2.0,0.0,0.0,2.0,38.04666666666667,0.7080000000000001,0.0,117.66666666666667,2.4334
7.333333333333333,30.0,15.315666666666665,431.91333333333336,6.0,2.3333333333333335,120.33333333333333,1.5133333333333334,1.3333333333333333,1.3333333333333333,0.0,0.0,2.6666666666666665,0.6666666666666666,0.6666666666666666,0.0,0.0,1.3333333333333333,19.6578472222,0.734,0.0,176.0,3.5385
37.75,81.5,91.34957625,423.975,14.25,3.75,108.75,2.7512499999999998,2.0,3.375,3.75,5.125,14.25,0.0,1.875,0.0,0.125,2.0,20.1975,0.182125,0.0,41.25,1.4283000000000001
23.0,47.5,52.465040975,556.2975,9.0,3.5,136.5,2.2575000000000003,1.75,2.0,0.25,0.0,4.0,0.25,1.0,2.25,0.0,3.5,39.0525,0.0,1.5875e-06,111.75,2.9579999999999997
23.0,78.5,48.7225,540.52,14.0,3.5,113.5,2.115,2.0,2.0,5.0,0.0,9.0,0.0,1.0,0.0,0.0,1.0,19.8734375,1.101,0.0,132.0,1.9964
50.4,61.8,119.31979999999999,543.8,10.8,5.2,156.6,1.6019999999999999,2.0,0.8,8.0,0.0,10.8,0.0,4.0,0.0,0.0,4.0,32.126,0.0,0.0,157.0,0.0
18.0,65.0,36.99466666666667,486.06666666666666,12.0,3.3333333333333335,126.66666666666667,2.44,2.0,3.3333333333333335,0.0,0.0,5.333333333333333,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,28.921666666666667,1.662,0.0,117.66666666666667,5.582800000000001
30.25,53.25,71.1814,548.015,9.0,3.75,135.25,2.235,1.75,2.0,0.0,3.0,6.75,0.25,1.0,0.0,0.5,1.75,34.879375,0.0,0.0,111.75,3.6779
12.0,72.5,25.4877804,493.625,13.5,2.5,85.25,3.3249999999999997,2.0,3.75,0.25,0.0,6.0,0.0,0.75,2.25,0.0,3.0,12.839375,1.4775,1.5875e-06,59.75,6.11
35.333333333333336,61.333333333333336,88.68077,511.3666666666666,11.0,3.6666666666666665,112.66666666666667,2.486666666666667,2.0,2.0,0.3333333333333333,1.0,5.333333333333333,0.0,2.0,3.0,3.6666666666666665,8.666666666666666,16.520833333333332,4.291333333333333,0.0,150.33333333333334,0.7736000000000001
58.0,41.25,142.29244232,553.1274999999999,7.0,5.25,157.25,1.52125,1.75,0.0,5.0,8.25,15.0,0.25,0.0,0.0,2.25,2.5,28.390251436775003,0.0,0.0,188.75,0.0
28.857142857142858,62.142857142857146,65.65985768571429,495.6542857142857,10.857142857142858,4.0,147.85714285714286,2.2685714285714287,1.5714285714285714,2.857142857142857,0.7142857142857143,0.0,5.142857142857143,0.42857142857142855,0.5714285714285714,0.7142857142857143,0.0,1.7142857142857142,48.67285714285714,1.4245714285714286,0.0,134.71428571428572,0.0
26.0,38.0,61.25075,501.66999999999996,7.0,3.5,134.75,1.4024999999999999,1.5,0.5,5.0,0.0,7.0,0.5,1.0,0.0,0.0,1.5,21.491666666649998,0.0,0.0,198.25,0.0
16.4,48.2,33.777759999999994,502.13199999999995,8.8,3.2,132.4,2.086,1.6,1.6,1.6,0.0,4.8,0.4,0.8,0.4,0.0,1.6,34.94866666668,0.0,0.11907894000000001,141.4,2.9074
8.222222222222221,36.888888888888886,17.30130955555556,545.2611111111112,7.111111111111111,2.4444444444444446,119.11111111111111,1.4855555555555557,1.4444444444444444,1.2222222222222223,0.0,0.0,2.6666666666666665,0.5555555555555556,1.4444444444444444,0.0,0.0,2.0,19.01304232801111,0.6275555555555555,0.0,153.11111111111111,1.2765
5.428571428571429,48.0,11.376028571428572,553.3528571428571,9.142857142857142,2.0,95.14285714285714,2.185714285714286,1.5714285714285714,1.8571428571428572,0.0,0.0,3.4285714285714284,0.42857142857142855,1.5714285714285714,0.0,0.0,2.0,12.038214285699999,0.21771428571428572,0.0,127.0,5.1566
55.5,40.0,137.2571625,531.5825,7.0,5.0,148.75,1.5274999999999999,1.75,0.0,5.0,7.75,14.5,0.25,0.0,0.0,2.75,3.0,25.685876436774997,0.0,0.0,188.75,0.0
30.0,65.66666666666667,66.62866666666666,548.8666666666667,12.0,4.0,138.66666666666666,2.3066666666666666,2.0,3.3333333333333335,6.666666666666667,0.0,12.0,0.0,0.6666666666666666,0.0,0.0,0.6666666666666666,32.24333333333333,0.9713333333333334,0.0,117.66666666666667,4.7449
22.75,21.0,57.00575,490.41999999999996,4.25,3.0,132.5,1.3175,1.25,0.5,2.5,3.5,7.75,0.75,1.0,0.0,0.0,1.75,19.472499999975,0.0,0.0,228.0,0.0
47.8,71.2,113.91680418000001,487.26399999999995,12.6,4.8,148.0,2.4419999999999997,1.6,3.0,8.0,2.8,15.4,0.4,0.6,0.0,0.0,1.0,44.181,0.8742000000000001,0.0,129.2,0.709
34.5,63.75,82.966,550.48,11.5,4.0,131.5,1.7475,1.75,2.25,7.5,0.0,11.5,0.25,2.25,0.0,0.0,2.5,26.244374999974998,0.232,0.0,149.25,1.9666000000000001
18.0,76.45454545454545,39.881890909090906,539.8218181818182,13.272727272727273,2.909090909090909,96.0,2.7927272727272725,2.0,2.5454545454545454,2.3636363636363638,0.0,6.909090909090909,0.0,1.2727272727272727,1.2727272727272727,0.0,2.5454545454545454,11.70409090909091,0.0,0.0,84.54545454545455,2.5957
